id,comp_id,species,daphnia_ec50,fish_lc50,algea_ec50,units,source
2324,9028,fish,"",199.0,"",mg/L,"ECOTOX, EPAFHM"
2325,9029,"daphnia, fish",47.401,90.95,"",mg/L,"Literature set, ECOTOX"
2326,9030,daphnia,54.9,"","",mg/L,ECHA
2327,9031,alga,"","",0.007,mg/L,"Literature set"
2328,9032,fish,"",68.5,"",mg/L,ECHA
2329,5353,daphnia,0.00011,"","",mg/L,"ECOTOX, EFSA, VEGA, Literature set"
2330,9033,fish,"",0.187141092996999,"",mg/L,OASIS
2331,9034,fish,"",0.008086596372761,"",mg/L,"Literature set"
2332,9035,"alga, daphnia, fish",0.38,2.3,2.7,mg/L,"NITE, VEGA, Literature set"
2333,9036,fish,"",46.6,"",mg/L,"ECOTOX, EPAFHM, Literature set, VEGA"
2334,9037,"daphnia, fish",4.2,5.17432270082985,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2335,5083,"daphnia, fish",6.4e-05,0.00013,"",mg/L,"EFSA, VEGA, Literature set"
2336,9038,fish,"",0.870861374838949,"",mg/L,"OASIS, Literature set"
2337,9039,fish,"",14.9515350149349,"",mg/L,"OASIS, Literature set"
2338,9040,fish,"",50.367046506211,"",mg/L,"OASIS, Literature set"
2339,9041,fish,"",6.83417007194001,"",mg/L,"OASIS, Literature set"
2340,9042,daphnia,163.118043123142,"","",mg/L,"OASIS, VEGA, Literature set"
2341,9043,"daphnia, fish",9.25322340863427,2.4,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2342,9044,fish,"",10.9575420094023,"",mg/L,"OASIS, Literature set"
2343,9045,fish,"",0.1086575672675,"",mg/L,"Literature set"
2344,9046,"alga, daphnia, fish",20.0,31.701541099858,11.35,mg/L,"NITE, VEGA, Literature set"
2345,9047,daphnia,0.124123978043951,"","",mg/L,OASIS
2346,9048,"daphnia, fish",44.0,45.0,"",mg/L,"NITE, Literature set"
2347,762,fish,"",8.84,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
2348,665,daphnia,28.0,"","",mg/L,"EFSA, Literature set"
2349,9049,"daphnia, fish",155.846,203.9,"",mg/L,"Literature set, ECOTOX"
2350,2270,alga,"","",490.0,mg/L,"NITE, Literature set"
2351,9050,alga,"","",0.01,mg/L,"Literature set"
2352,9051,fish,"",156.638,"",mg/L,"VEGA, Literature set"
2353,9052,fish,"",157.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
2354,9053,fish,"",1.4,"",mg/L,ECHA
2355,672,"alga, daphnia",0.476199165525696,"",9.24,mg/L,"Literature set"
2356,9054,fish,"",0.0168,"",mg/L,ECOTOX
2357,9055,"alga, daphnia, fish",4.5,11.9784969434397,7.9,mg/L,"ECHA, NITE, Literature set"
2358,9056,fish,"",1.4,"",mg/L,ECHA
2359,673,"alga, daphnia, fish",12.0,55.0,27.0,mg/L,"NITE, VEGA, Literature set"
2360,9057,"alga, daphnia",2.52,"",333.0,mg/L,ECHA
2361,9058,"alga, daphnia",74.9,"",96.2,mg/L,ECHA
2362,9059,"daphnia, fish",5.67714737113349,13.0,"",mg/L,"OASIS, ECOTOX, EPAFHM, Literature set, ECHA"
2363,9060,"alga, daphnia, fish",2.9,2.5,7.1,mg/L,"NITE, VEGA, Literature set"
2364,9061,alga,"","",7200.0,mg/L,"NITE, Literature set"
2365,9062,fish,"",7.89807128849113,"",mg/L,"OASIS, Literature set"
2366,9063,"alga, daphnia, fish",0.98,1.79797036236845,0.525,mg/L,"NITE, VEGA, Literature set"
2367,9064,daphnia,6.0,"","",mg/L,"ECHA, OASIS"
2368,682,"alga, daphnia, fish",2.2,34.0,25.5,mg/L,"NITE, VEGA, Literature set"
2369,9065,daphnia,516.63,"","",mg/L,"Literature set"
2370,9066,"alga, daphnia, fish",59.0,68.0,44.0,mg/L,ECHA
2371,9067,"daphnia, fish",21.424,100.5,"",mg/L,"Literature set, ECOTOX"
2372,9068,"daphnia, fish",2.9,5.74,"",mg/L,"EFSA, ECOTOX"
2373,9069,daphnia,8.885,"","",mg/L,ECHA
2374,9070,alga,"","",4.503,mg/L,"Literature set"
2375,9071,"daphnia, fish",0.55088028223007,1.69755456616975,"",mg/L,"Aquatic ECETOC, OASIS, Literature set, VEGA"
2376,9072,"daphnia, fish",0.396293132567479,1.61442006437202,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2377,9073,"alga, daphnia, fish",1.1,4.0,1.7,mg/L,"NITE, VEGA, Literature set"
2378,9074,"daphnia, fish",0.29,2.3,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2379,9075,fish,"",91.0,"",mg/L,ECOTOX
2380,9076,fish,"",9.75,"",mg/L,"ECOTOX, Literature set"
2381,9077,fish,"",141.305382567654,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2382,9078,fish,"",2.3972646619266,"",mg/L,"OASIS, Literature set"
2383,684,alga,"","",2.0,mg/L,"ECHA(12), NITE, VEGA, Literature set"
2384,9079,daphnia,0.16,"","",mg/L,ECHA
2385,687,"daphnia, fish",234.18,562.5,"",mg/L,ECOTOX
2386,6128,daphnia,1.1,"","",mg/L,ECHA
2387,9080,fish,"",1.4,"",mg/L,ECHA
2388,9081,fish,"",2.79688557294434,"",mg/L,"OASIS, Literature set"
2389,9082,fish,"",1.3,"",mg/L,ECHA
2390,690,"daphnia, fish",3.272,1.5,"",mg/L,"VEGA, Literature set"
2391,9083,fish,"",3.78,"",mg/L,ECOTOX
2392,637,"alga, daphnia, fish",1.5,6.68938045277021,30.62,mg/L,"ECHA, OASIS, ECOTOX, EPAFHM, Literature set"
2393,9084,daphnia,42.0,"","",mg/L,ECHA
2394,9085,fish,"",1.2,"",mg/L,ECHA
2395,9086,fish,"",13.0259399944137,"",mg/L,"OASIS, Literature set"
2396,9087,daphnia,3.86,"","",mg/L,ECHA
2397,9088,"alga, daphnia",0.48,"",7.005,mg/L,"VEGA, Literature set"
2398,9089,"alga, daphnia",3.1,"",0.67,mg/L,ECHA
2399,9090,fish,"",22.401373313996,"",mg/L,"OASIS, Literature set"
2400,9091,"alga, daphnia, fish",1.7,1.54,5.6,mg/L,"NITE, VEGA, Literature set"
2401,9092,"alga, daphnia, fish",4.5,13.0,4.15,mg/L,"NITE, VEGA, Literature set"
2402,9093,"alga, daphnia",74.9,"",110.6,mg/L,ECHA
2403,9094,"alga, fish","",87.5278951601515,9.707,mg/L,"ECHA, OASIS, Literature set"
2404,9095,fish,"",1.0,"",mg/L,ECHA
2405,9096,daphnia,0.06,"","",mg/L,"Literature set"
2406,9097,daphnia,1.573,"","",mg/L,ECHA
2407,9098,daphnia,4.7,"","",mg/L,ECHA
2408,9099,fish,"",1.28869322705766,"",mg/L,"Literature set"
2409,9100,fish,"",2.295,"",mg/L,ECOTOX
2410,9101,alga,"","",12.0,mg/L,"Literature set"
2411,9102,fish,"",214.0,"",mg/L,ECHA
2412,9103,fish,"",6.4,"",mg/L,"ECOTOX, Literature set"
2413,9104,daphnia,60.0,"","",mg/L,ECHA
2414,5982,fish,"",42.0,"",mg/L,ECHA
2415,671,"alga, daphnia, fish",3.54691907245482,7.72,9.87,mg/L,"VEGA, Literature set"
2416,681,"alga, daphnia",18.0,"",30.0,mg/L,"NITE, Literature set"
2417,688,"alga, daphnia, fish",5.2,5.7,30.75,mg/L,"ECHA, NITE, Literature set"
2418,9105,fish,"",8.2,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2419,9106,daphnia,10.4,"","",mg/L,ECOTOX
2420,9107,daphnia,0.54,"","",mg/L,EFSA
2421,700,"alga, daphnia, fish",6.9,8.4,9.6,mg/L,"NITE, ECOTOX, VEGA, Literature set"
2422,9108,fish,"",71.1,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2423,9109,"alga, daphnia, fish",1.3,5.2,4.3,mg/L,ECHA
2424,4476,fish,"",33.0902731304082,"",mg/L,"OASIS, Literature set"
2425,9110,"alga, daphnia, fish",4.6,7.35,16.6,mg/L,ECHA
2426,9111,"alga, daphnia, fish",1.4,3.24029151564665,1.4,mg/L,"NITE, VEGA, Literature set"
2427,9112,"alga, daphnia, fish",3.6,11.0,3.55,mg/L,"NITE, VEGA, Literature set"
2428,712,"alga, daphnia, fish",0.612,5.98212277368002,5.5,mg/L,"ECHA, NITE, Aquatic ECETOC, OASIS, VEGA, Literature set"
2429,9113,"alga, daphnia, fish",2.01,3.18,2.9,mg/L,ECHA
2430,713,"alga, daphnia, fish",0.612171993485614,4.64379946319098,2.56,mg/L,"VEGA, Literature set"
2431,9114,"daphnia, fish",9.21426482261686,7.06480378866224,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2432,674,alga,"","",28.6,mg/L,ECHA
2433,9115,fish,"",35.9,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2434,9116,"alga, daphnia",3.53,"",35.45,mg/L,ECHA
2435,9117,"alga, daphnia",21.0,"",10.01,mg/L,"Literature set, ECHA"
2436,9118,fish,"",24.6687125728876,"",mg/L,"OASIS, Literature set"
2437,715,fish,"",149.0,"",mg/L,"ECOTOX, NITE, OASIS, EPAFHM, ECHA"
2438,717,"alga, daphnia",1.1,"",6.6,mg/L,"NITE, Literature set"
2439,9119,fish,"",10.1,"",mg/L,ECOTOX
2440,9120,"alga, daphnia",15.0,"",13.3,mg/L,"NITE, Literature set"
2441,647,"alga, daphnia",2.3,"",41.0,mg/L,ECHA
2442,9121,fish,"",27.7454116670561,"",mg/L,"OASIS, Literature set"
2443,9122,"alga, daphnia",0.58,"",0.35,mg/L,ECHA
2444,9123,daphnia,3.04,"","",mg/L,ECHA
2445,9124,"alga, daphnia, fish",0.4,0.429636240627141,0.135,mg/L,"NITE, VEGA, Literature set"
2446,9125,fish,"",6.2,"",mg/L,ECOTOX
2447,675,"alga, daphnia, fish",2.367,16.0,8.6,mg/L,"NITE, VEGA, Literature set"
2448,9126,fish,"",35.6886429406016,"",mg/L,"OASIS, Literature set"
2449,9127,"daphnia, fish",2.7,1.9,"",mg/L,"NITE, VEGA, Literature set"
2450,720,"alga, daphnia, fish",7.0,15.0461957547056,37.5,mg/L,"NITE, VEGA, Literature set"
2451,621,fish,"",14.6867901974202,"",mg/L,"OASIS, Literature set, VEGA"
2452,9128,daphnia,15.0,"","",mg/L,ECHA
2453,9129,fish,"",24.3878607215021,"",mg/L,"OASIS, Literature set"
2454,9130,fish,"",12.1530639236352,"",mg/L,"OASIS, Literature set"
2455,9131,"daphnia, fish",3.0,2.7,"",mg/L,"NITE, VEGA, Literature set"
2456,9132,fish,"",47.2946826387522,"",mg/L,"Literature set"
2457,9133,fish,"",1.51451871229929,"",mg/L,"OASIS, Literature set"
2458,9134,daphnia,0.42,"","",mg/L,EFSA
2459,9135,"alga, daphnia",3.87,"",0.491,mg/L,ECHA
2460,9136,"daphnia, fish",6.784,14.75,"",mg/L,ECHA
2461,9137,"daphnia, fish",1.5,1.7,"",mg/L,"NITE, VEGA, Literature set"
2462,9138,"alga, daphnia, fish",41.5,63.9543149234166,73.6,mg/L,"ECHA, NITE, Literature set"
2463,9139,daphnia,48.0,"","",mg/L,ECHA
2464,9140,fish,"",0.75,"",mg/L,"ECOTOX, Literature set, VEGA"
2465,9141,alga,"","",38.0,mg/L,ECHA
2466,9142,alga,"","",3.1,mg/L,ECHA
2467,9143,"alga, daphnia",1173.0,"",626.0,mg/L,ECHA
2468,9144,"alga, fish","",74.0,4.85,mg/L,ECHA
2469,9145,daphnia,171.0,"","",mg/L,ECHA
2470,9146,daphnia,2.9,"","",mg/L,ECHA
2471,9147,"daphnia, fish",35.0,41.8,"",mg/L,"NITE, VEGA, Literature set"
2472,9148,"alga, daphnia",210.0,"",170.0,mg/L,ECHA
2473,9149,daphnia,54.0,"","",mg/L,ECHA
2474,9150,"alga, daphnia, fish",4.3,37.0,7.75,mg/L,"NITE, ECOTOX, OASIS, VEGA, Literature set"
2475,9151,"daphnia, fish",15.8285480131054,9.31408777588119,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2476,9152,fish,"",16.5,"",mg/L,ECHA
2477,9153,daphnia,6.9,"","",mg/L,ECHA
2478,9154,fish,"",68.7343303875367,"",mg/L,"OASIS, Literature set"
2479,9155,fish,"",164.5,"",mg/L,"ECOTOX, Literature set"
2480,9156,alga,"","",150.0,mg/L,ECHA
2481,9157,"alga, fish","",61.0,66.0,mg/L,ECHA
2482,9158,"daphnia, fish",34.705611828253,24.3,"",mg/L,"OASIS, VEGA, Literature set"
2483,9159,daphnia,0.14,"","",mg/L,ECHA
2484,726,fish,"",22.0,"",mg/L,ECOTOX
2485,9160,"alga, daphnia",2.5,"",5.2,mg/L,NITE
2486,9161,"alga, daphnia, fish",1.5,1.8,0.76,mg/L,"NITE, VEGA, Literature set"
2487,751,"alga, daphnia, fish",1.4,1.89755999772887,1.55,mg/L,"NITE, VEGA, Literature set"
2488,9162,"alga, daphnia, fish",1.1,2.3,4.45,mg/L,"NITE, VEGA, Literature set"
2489,775,fish,"",23.4,"",mg/L,ECOTOX
2490,9163,"daphnia, fish",37.7114142303489,10.0,"",mg/L,"OASIS, VEGA, Literature set, ECOTOX"
2491,753,daphnia,0.016,"","",mg/L,"ECHA, NITE, VEGA, Literature set"
2492,9164,daphnia,14.0,"","",mg/L,"ECOTOX, VEGA, Literature set"
2493,676,"alga, daphnia, fish",2.4,8.4,8.9,mg/L,"NITE, ECOTOX, VEGA, Literature set"
2494,9165,"alga, daphnia, fish",2.7,7.8,5.7,mg/L,"NITE, Literature set"
2495,730,alga,"","",56.0,mg/L,"NITE, Literature set"
2496,4112,daphnia,33.0,"","",mg/L,EFSA
2497,732,"daphnia, fish",11.0,18.0355795358921,"",mg/L,"ECOTOX, NITE, OASIS, VEGA, Literature set"
2498,9166,fish,"",45.91,"",mg/L,ECHA
2499,9167,"alga, fish","",2.73,6.55,mg/L,ECHA
2500,9168,"alga, daphnia, fish",19.0,11.0,27.0,mg/L,ECHA
2501,9169,"alga, fish","",18.2610777078354,3.59,mg/L,"VEGA, Literature set"
2502,9170,"daphnia, fish",1.05,2.43,"",mg/L,ECHA
2503,9171,fish,"",15.1,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2504,9172,fish,"",232.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2505,683,"daphnia, fish",0.72443277894395,36.3076460427835,"",mg/L,"OASIS, VEGA, Literature set"
2506,734,"alga, daphnia",8.9,"",28.5,mg/L,"NITE, Literature set"
2507,692,"daphnia, fish",18.7914520671588,35.8063737474602,"",mg/L,"OASIS, VEGA, Literature set"
2508,9173,"alga, daphnia",6.2,"",92.3,mg/L,ECHA
2509,9174,fish,"",46.2181242278812,"",mg/L,"Literature set"
2510,9175,"alga, daphnia, fish",75.0,82.0,17.0,mg/L,"ECHA, NITE, Literature set"
2511,9176,daphnia,107.0,"","",mg/L,ECHA
2512,9177,"daphnia, fish",7.5,29.6639658076008,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2513,9178,alga,"","",73.0,mg/L,ECHA
2514,9179,"daphnia, fish",4.16333231970503,6.15375676769235,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2515,9180,fish,"",24.1071841192863,"",mg/L,"OASIS, Literature set"
2516,9181,"alga, daphnia, fish",5.3,4.3,6.3,mg/L,"NITE, VEGA, Literature set"
2517,9182,"daphnia, fish",0.66,1.05567641567185,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2518,655,"alga, daphnia, fish",1.421894,5.7,2.3,mg/L,"NITE, VEGA, Literature set"
2519,9183,fish,"",63.0,"",mg/L,ECOTOX
2520,9184,"alga, daphnia",4.2,"",12.0,mg/L,ECHA
2521,5749,"daphnia, fish",34.0,2.135,"",mg/L,"EFSA, ECOTOX"
2522,736,"alga, daphnia, fish",4.1,36.2,27.0,mg/L,"NITE, ECOTOX, VEGA, Literature set"
2523,9185,"alga, daphnia, fish",1.1,7.6,2.75,mg/L,"NITE, ECOTOX, VEGA, Literature set"
2524,5617,fish,"",44.7,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2525,9186,fish,"",52.8,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2526,9187,fish,"",6.8,"",mg/L,ECHA
2527,4166,"alga, daphnia, fish",0.7,7.69043192399097,7.8,mg/L,"ECHA, NITE, VEGA, Literature set"
2528,9188,fish,"",19.5370414763536,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2529,638,"alga, daphnia, fish",0.52,110.531296569416,110.5,mg/L,"ECHA, NITE, ECOTOX, OASIS, VEGA, Literature set"
2530,740,"alga, daphnia, fish",7.2,18.9908537164985,7.2,mg/L,"ECHA, NITE, Literature set"
2531,9189,fish,"",18.986,"",mg/L,"Literature set"
2532,648,"daphnia, fish",14.5868104843982,14.0,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2533,628,"alga, daphnia",210.0,"",170.0,mg/L,"ECHA, NITE"
2534,9190,"daphnia, fish",5.4,35.2492716499562,"",mg/L,"ECHA, ECOTOX, OASIS, Literature set, VEGA"
2535,772,fish,"",897.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2536,744,"daphnia, fish",34.0,144.0,"",mg/L,"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2537,747,fish,"",403.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2538,9191,alga,"","",24.0,mg/L,ECHA
2539,9192,fish,"",44.964,"",mg/L,"Literature set"
2540,9193,"alga, daphnia, fish",5.6,8.431,11.0,mg/L,ECHA
2541,9194,fish,"",1390.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2542,9195,daphnia,0.03,"","",mg/L,ECHA
2543,9196,daphnia,2.6,"","",mg/L,"ECOTOX, VEGA, Literature set"
2544,9197,fish,"",448.5,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2545,9198,"alga, daphnia",21.0,"",33.0,mg/L,ECHA
2546,9199,alga,"","",83.2,mg/L,ECHA
2547,9200,alga,"","",73.0,mg/L,"Literature set"
2548,646,alga,"","",72.0,mg/L,ECHA
2549,9201,alga,"","",40.4,mg/L,"Aquatic ECETOC"
2550,9202,"daphnia, fish",200.0,286.0,"",mg/L,"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2551,9203,"alga, fish","",63.03,58.1,mg/L,ECHA
2552,9204,"daphnia, fish",35.312,93.8,"",mg/L,"Literature set, ECOTOX"
2553,9205,"daphnia, fish",0.00328,0.00155,"",mg/L,"EFSA, VEGA, Literature set"
2554,5721,daphnia,5.7,"","",mg/L,EFSA
2555,9206,fish,"",952.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2556,644,"alga, daphnia",27.0,"",7.2,mg/L,ECHA
2557,9207,"alga, daphnia",11.31,"",19.9,mg/L,ECHA
2558,9208,"daphnia, fish",47.8,70.7,"",mg/L,ECHA
2559,9209,fish,"",404.0,"",mg/L,ECHA
2560,9210,fish,"",133.7,"",mg/L,ECHA
2561,1883,"alga, daphnia, fish",27.0,79.0,7.85,mg/L,"NITE, VEGA, Literature set"
2562,9211,alga,"","",5.1,mg/L,"Literature set"
2563,9212,alga,"","",99.0,mg/L,"Literature set"
2564,1886,"daphnia, fish",1.36,1.18,"",mg/L,"ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
2565,9213,daphnia,13.136,"","",mg/L,"Literature set"
2566,1890,"daphnia, fish",8.1,27.0,"",mg/L,"ECHA, ECOTOX, NITE, OASIS"
2567,9214,"daphnia, fish",0.022,0.058,"",mg/L,"Literature set, ECOTOX"
2568,9215,"daphnia, fish",0.001,0.05885,"",mg/L,"VEGA, Literature set"
2569,9216,"daphnia, fish",37.0,74.0,"",mg/L,"ECHA, ECOTOX, NITE, OASIS"
2570,1898,fish,"",0.245,"",mg/L,"ECOTOX, OASIS, ECOTOX-EPA(12), EPAFHM, Literature set, VEGA"
2571,1900,"alga, daphnia, fish",1.3,13.4,31.0,mg/L,"NITE, VEGA, Literature set"
2572,9217,daphnia,0.0058,"","",mg/L,NITE
2573,1949,fish,"",0.136,"",mg/L,ECOTOX
2574,1902,"alga, daphnia, fish",29.0,28.0,9.2,mg/L,"NITE, VEGA, Literature set"
2575,9218,fish,"",141.0,"",mg/L,ECOTOX
2576,3691,"alga, daphnia, fish",6.9,7.35,8.34,mg/L,"VEGA, Literature set"
2577,9219,"daphnia, fish",0.94,0.034,"",mg/L,"Literature set, ECOTOX, ECOTOX-EPA(14)"
2578,1910,"alga, daphnia, fish",23.0,20.35,26.0,mg/L,"Aquatic ECETOC, VEGA, Literature set"
2579,9220,fish,"",4.38898230572495,"",mg/L,"Literature set"
2580,1912,"alga, daphnia, fish",63.8,22.3,63.0,mg/L,"Aquatic ECETOC, VEGA, Literature set"
2581,9221,fish,"",0.97,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
2582,1911,"alga, daphnia, fish",22.0,23.0,14.9,mg/L,"ECHA, NITE, VEGA, Literature set"
2583,9222,"daphnia, fish",0.12,0.0695,"",mg/L,"ECOTOX, VEGA, Literature set"
2584,9223,alga,"","",2.2,mg/L,"Literature set"
2585,9224,"alga, fish","",0.031,0.203,mg/L,"ECHA, NITE"
2586,9225,daphnia,0.227,"","",mg/L,"Literature set"
2587,1922,"daphnia, fish",0.0091,0.13,"",mg/L,"ECHA, ECOTOX, NITE, OASIS, VEGA, Literature set"
2588,3578,daphnia,0.0795,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
2589,9226,fish,"",0.0082,"",mg/L,"ECOTOX(15), ECOTOX-EPA(17), Literature set"
2590,9227,"daphnia, fish",2.12,0.0014,"",mg/L,"ECOTOX, VEGA, Literature set"
2591,9228,"daphnia, fish",0.15,0.0012,"",mg/L,"ECOTOX-EPA(17), ECOTOX(17), Aquatic ECETOC, OASIS, VEGA, Literature set"
2592,9229,fish,"",0.18665533270707,"",mg/L,"Literature set"
2593,1991,daphnia,0.25,"","",mg/L,"ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
2594,9230,fish,"",0.011,"",mg/L,ECOTOX
2595,9231,"daphnia, fish",1.3,0.00254,"",mg/L,"ECOTOX, OASIS, Literature set"
2596,9232,"daphnia, fish",0.240034083296156,0.01265,"",mg/L,"OASIS, VEGA, Literature set, ECOTOX"
2597,9233,"daphnia, fish",0.05,0.0105,"",mg/L,"Aquatic ECETOC, VEGA, Literature set"
2598,9234,"daphnia, fish",0.0347,0.0293,"",mg/L,"ECOTOX, Aquatic ECETOC, VEGA, Literature set"
2599,9235,daphnia,11.0,"","",mg/L,ECHA
2600,9236,alga,"","",9.6,mg/L,"Literature set"
2601,9237,fish,"",18.4,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2602,9238,fish,"",210.0,"",mg/L,ECHA
2603,3766,"alga, daphnia, fish",11.0,44.5166472146067,80.0,mg/L,"NITE, VEGA, Literature set"
2604,9239,"daphnia, fish",20.599,20.5,"",mg/L,"Literature set, ECOTOX"
2605,5222,"alga, daphnia, fish",40.0,103.5,74.763,mg/L,"VEGA, Literature set, ECOTOX, NITE, OASIS"
2606,9240,fish,"",1.35,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2607,9241,fish,"",0.189,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2608,9242,daphnia,4.3,"","",mg/L,ECHA
2609,9243,fish,"",11.5907263420125,"",mg/L,"Literature set"
2610,2003,"alga, daphnia, fish",19.0,39.0,41.0,mg/L,"NITE, VEGA, Literature set"
2611,9244,fish,"",3.6,"",mg/L,ECOTOX
2612,9245,"alga, daphnia, fish",24.0,20.0,48.0,mg/L,"Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set"
2613,9246,fish,"",1.13546391419138,"",mg/L,OASIS
2614,9247,"alga, daphnia, fish",10.0,8.2578514829932,53.5,mg/L,"NITE, VEGA, Literature set"
2615,2011,"alga, daphnia, fish",20.0,62.5944198254227,101.0,mg/L,"ECHA, ECOTOX, Aquatic ECETOC, OASIS, EPAFHM, Literature set"
2616,2012,"alga, daphnia, fish",18.0,81.6,57.0,mg/L,"ECHA, Aquatic ECETOC, ECOTOX-EPA(10), OASIS, ECOTOX, VEGA, Literature set"
2617,9248,fish,"",0.007,"",mg/L,"ECOTOX(34), ECOTOX-EPA(36)"
2618,4540,daphnia,21.0,"","",mg/L,"ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
2619,9249,fish,"",11.5668478870713,"",mg/L,"OASIS, Literature set"
2620,9250,"alga, daphnia, fish",1.2,1.6,1.17,mg/L,"NITE, VEGA, Literature set"
2621,9251,"daphnia, fish",20.0,12.0,"",mg/L,ECHA
2622,9252,fish,"",3.34838559644988,"",mg/L,"OASIS, Literature set"
2623,9253,"alga, daphnia",2.61,"",7.74,mg/L,ECHA
2624,9254,fish,"",25.3,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2625,9255,fish,"",51.6,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
2626,9256,alga,"","",16.0,mg/L,"Literature set"
2627,9257,"alga, daphnia, fish",277.327220181054,105.869471918443,221.0,mg/L,"Aquatic ECETOC, VEGA, Literature set"
2628,9258,daphnia,1.81,"","",mg/L,ECHA
2629,2029,"alga, daphnia, fish",99.0,136.0,189.0,mg/L,"NITE, Aquatic ECETOC, VEGA, Literature set"
2630,9259,"alga, daphnia, fish",29.8,24.0,84.5,mg/L,ECHA
2631,9260,fish,"",153.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
2632,9261,fish,"",35.0,"",mg/L,"ECOTOX, EPAFHM, Literature set, VEGA"
2633,9262,fish,"",350.0,"",mg/L,"ECOTOX, OASIS"
2634,2044,alga,"","",265.0,mg/L,NITE
2635,2047,fish,"",50.2,"",mg/L,"Literature set, ECHA"
2636,9263,"daphnia, fish",42.0,52.55,"",mg/L,ECHA
2637,9264,alga,"","",330.0,mg/L,NITE
2638,9265,daphnia,0.51,"","",mg/L,ECHA
2639,2031,"alga, daphnia, fish",158.139388717774,302.234660765548,389.264,mg/L,"VEGA, Literature set"
2640,9266,"alga, daphnia",39.96,"",9.0,mg/L,ECHA
2641,2021,"alga, daphnia, fish",0.0512,0.039,0.0442,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
2642,9267,fish,"",0.234994245710989,"",mg/L,OASIS
2643,9268,alga,"","",0.301,mg/L,"Literature set"
2644,9269,fish,"",0.121100528394668,"",mg/L,OASIS
2645,9270,"alga, daphnia, fish",0.38,0.27,0.99,mg/L,"NITE, VEGA, Literature set"
2646,9271,fish,"",17.6,"",mg/L,ECHA
2647,9272,daphnia,0.276,"","",mg/L,"Literature set"
2648,9273,daphnia,17.0,"","",mg/L,ECHA
2649,9274,"daphnia, fish",0.163952610994968,0.035,"",mg/L,"OASIS, VEGA, Literature set"
2650,9275,"daphnia, fish",0.3,0.12,"",mg/L,"NITE, VEGA, Literature set"
2651,9276,daphnia,30.7,"","",mg/L,EFSA
2652,1940,fish,"",5.03547444435362,"",mg/L,"ECOTOX, OASIS, Literature set, VEGA"
2653,1941,fish,"",0.244620008040983,"",mg/L,"ECOTOX, OASIS, Literature set, VEGA"
2654,1943,fish,"",0.386144882729891,"",mg/L,"ECOTOX, OASIS, Literature set, VEGA"
2655,9277,"daphnia, fish",1.1,1.5,"",mg/L,ECHA
